EnPrice[€/kWh],RegPrice[€/kWh]
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
97.5357153204958,80.72873601156911
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
86.59969709057026,73.25986103481
