EnPrice[€/kWh],RegPrice[€/kWh]
0.099900002,0.043
0.099519997,0.043
0.097389999,0.043
0.11070999899999999,0.06418
0.13,0.16241
0.201919998,0.031100000000000003
0.198630005,0.0499
0.13210000600000002,0.0494
0.116199997,0.0492
0.104160004,0.0492
0.094330002,0.0495
0.069349998,0.0498
0.048200001,0.0494
0.04227,0.0498
0.06891999800000001,0.05
0.044799999,0.0493
0.026379999,0.05198
0.019530000999999998,0.042
0.01499,0.043
0.0047599999999999995,0.043
0.00182,0.0492
0.0007199999999999999,0.043
0.00282,0.085
0.00106,0.085
0.013460000000000001,0.15
0.01157,0.15
0.00931,0.175
0.024969999,0.065
0.02982,0.045
0.051349998,0.1
0.057779999,0.065
0.047110001,0.009
0.033409999999999995,0.009
0.028889999,0.009
0.025059999000000003,0.009
0.01517,0.02487
0.00999,0.02487
0.0069500000000000004,0.055
0.00633,0.02487
0.01274,0.045
0.022059999,0.055
0.020940001,0.045
0.010320000000000001,0.045
0.00579,0.045
0.0016,0.095
1e-05,0.125
0.00023,0.195
1e-05,0.195
0.02384,0.045
0.02334,0.045
0.023110001,0.045
0.023280000999999998,0.045
0.023739999999999997,0.045
0.02442,0.075
0.028,0.05
0.032889999,0.05
0.034,0.045
0.033040001,0.045
0.03293,0.020739999999999998
0.030969999,0.018
0.030370000999999997,0.009
0.02948,0.009
0.02932,0.015
0.030780000999999998,0.015
0.036040000999999995,0.0174
0.060939999,0.0174
0.03602999899999999,0.0135
0.0314,0.009
0.029959999,0.009
0.029440001,0.00711
0.02935,0.009
0.032330002000000004,0.045
0.044240001999999994,0.016
0.04541,0.01877
0.04225,0.019899999999999998
0.041700001,0.019899999999999998
0.04168,0.01877
0.045099998,0.01877
0.053400002,0.012240000000000001
0.053630001,0.009
0.056889999000000004,0.009
0.066720001,0.009
0.065559998,0.009
0.065389999,0.009
0.062689999,0.009
0.06695999899999999,0.009
0.073970001,0.009
0.075910004,0.012240000000000001
0.073629997,0.012240000000000001
0.069510002,0.0124
0.062709999,0.009
0.051529999,0.009
0.04368,0.009
0.040049999,0.015
0.03532,0.016
0.027399999999999997,0.019899999999999998
0.120010002,0.125
0.116449997,0.145
0.11106999999999999,0.145
0.11,0.075
0.11030999799999999,0.055
0.108050003,0.03269
0.101,0.01438
0.095599998,0.01438
0.085,0.01438
0.069989998,0.01438
0.059360000999999996,0.015
0.048400002,0.015
0.04034,0.015
0.055110001,0.015
0.085,0.015
0.101519997,0.01328
0.115309998,0.045
0.137789993,0.045
0.146970001,0.045
0.155,0.06
0.14636999499999997,0.045
0.136649994,0.075
0.12860000600000002,0.08331999999999999
0.11838999900000001,0.08971
0.098739998,0.199
0.1005,0.199
0.099290001,0.199
0.104739998,0.199
0.142149994,0.125
0.181220001,0.199
0.155770004,0.015
0.118019997,0.195
0.09681999999999999,0.015
0.09158999599999999,0.195
0.09125,0.195
0.089660004,0.195
0.088139999,0.195
0.08969999699999999,0.195
0.094160004,0.195
0.116839996,0.195
0.173009995,0.00912
0.235740005,0.00912
0.185800003,0.00912
0.13333999600000002,0.195
0.114139999,0.195
0.099370003,0.15463
0.10088999900000001,0.145
0.097010002,0.145
0.104190002,0.07413
0.101370003,0.095
0.101099998,0.095
0.106690002,0.07402
0.12994999699999998,0.065
0.145380005,0.075
0.146789993,0.015
0.130940002,0.015
0.114089996,0.01239
0.105610001,0.018
0.100120003,0.018
0.095650002,0.018
0.094620003,0.018
0.10118,0.01438
0.105370003,0.01239
0.11863999900000001,0.01438
0.14,0.085
0.160589996,0.092
0.165080002,0.085
0.15,0.0719
0.138,0.075
0.120269997,0.095
0.119699997,0.06
0.110790001,0.07629999999999999
0.106,0.035
0.099599998,0.035
0.09918,0.0174
0.098739998,0.0174
0.10336000099999999,0.0174
0.1,0.045
0.102449997,0.045
0.101440002,0.035
0.102260002,0.035
0.100410004,0.035
0.09918,0.0124
0.097389999,0.01239
0.094040001,0.01239
0.095010002,0.01239
0.09866999800000001,0.0224
0.106089996,0.0224
0.13316999799999998,0.0224
0.145,0.0224
0.152910004,0.045
0.144710007,0.045
0.135270004,0.045
0.132899994,0.045
0.13,0.065
0.124,0.045
0.04443,0.08
0.04234,0.10101
0.042939999,0.09
0.04416,0.065
0.0585,0.027399999999999997
0.10191999800000001,0.0684
0.093300003,0.075
0.05734,0.0315
0.044630001,0.0261
0.035509998,0.027399999999999997
0.034900002,0.0288
0.0249,0.0288
0.01388,0.0456
0.014240000000000001,0.045
0.020739999999999998,0.045
0.032540001,0.02386
0.03577,0.0261
0.035689999,0.0261
0.035119999,0.023399999999999997
0.033560001,0.0224
0.02034,0.02487
0.01016,0.075
0.040099998,0.125
0.039479999999999994,0.09
0.00999,0.15
0.01735,0.125
0.02993,0.08704
0.09108999599999999,0.104
0.122510002,0.15
0.13010000600000002,0.19
0.125099998,0.2
0.107459999,0.19
0.08897000099999999,0.125
0.082139999,0.125
0.075959999,0.125
0.077849998,0.125
0.072480003,0.125
0.071730003,0.121
0.081849998,0.111
0.097589996,0.125
0.121120003,0.125
0.140080002,0.19
0.171580002,0.19
0.13225,0.175
0.12094999699999999,0.075
0.114730003,0.075
0.100129997,0.075
0.095239998,0.055
0.06833000199999999,0.195
0.062040001,0.195
0.06431999999999999,0.195
0.069150002,0.195
0.087790001,0.245
0.077089996,0.195
0.077010002,0.195
0.073510002,0.195
0.07141999800000001,0.195
0.061650002,0.195
0.05127,0.35
0.039189999,0.35
0.020299999,0.4
0.012289999999999999,0.375
0.041229999999999996,0.195
0.059790000999999995,0.195
0.059790000999999995,0.195
0.059330002,0.195
0.056779999,0.195
0.048529999,0.195
0.01758,0.195
0.0001,0.195
1e-05,0.075
-0.00011,0.065
0.08069000200000001,0.4
0.079669998,0.4
